manager_id,email_address,start_date,last_login,user_id
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,oArdqNQEGtwCeZwznqHiJ4V4m,2025-Mar-01,2025-03-23,1
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,WNfLkbGWmXtliL70tdVr2Jl,2021-Feb-17,2025-02-27,2
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,o61v4a6rJWamMiPWKYz8l9S,2020-Jun-19,2025-03-07,3
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,HLSQlS1IO30n1WIfMrPE6Lx23jWhVJ4P6,2021-Oct-01,2025-02-14,4
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,QqK6uiV5NrrHD4C1BQ2IZH4,2024-Mar-21,2025-01-22,5
880036D9-568A-47BC-80FB-3C9BC5D74313,1jOaG9HKQ5haSeYG7TDrc4,2021-Aug-01,2025-03-02,6
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,26nI00ThPzai7SZb9xJFkt,2021-Sep-02,2025-01-19,7
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,4ybrmKRWIJlYJ3GTQs0T,2024-Mar-02,2025-04-07,8
0213F1C0-01D9-422C-8737-19FBFA902082,AFBy3ROuNNSsCHnos8v1Wc,2023-Nov-19,2025-04-02,9
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,2xErzezsgeb7i7qe7pU3xpltV,2023-May-15,2025-01-14,10
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,8oNbF8tQfauNvZoP77kqdC,2024-Jan-24,2025-03-13,11
850A74DC-8ED7-4AE0-A998-94A30E8C1E4C,XsfI6cATOIUi5OYNODfo,2024-Jun-09,2025-01-26,12
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,XbqkcDJwmOzg6mzAXjMkj,2024-Mar-16,2025-01-20,13
880036D9-568A-47BC-80FB-3C9BC5D74313,9rmX3rQ2SiZMktpA5Wf3MtT0s,2024-Apr-07,2025-03-29,14
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,OVjg3eb5g62xczETBKoEUBwcNwI,2023-Jul-04,2025-01-22,15
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,4Dzr4LbJko0lLaXe46WRwJTSLl3s,2021-May-09,2025-02-05,16
880036D9-568A-47BC-80FB-3C9BC5D74313,ZXgfJZB1bFtikPtSd83JtsAMBws,2022-Jun-25,2025-02-10,17
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,41Xk1DlZ2D4mTA4yO9Qt9I,2020-Nov-04,2025-03-25,18
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,XzaStVoGzQr5s1653vpE,2020-Jun-11,2025-01-21,19
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,hC5FAfwlB8FILqwonqZfg,2021-Mar-20,2025-02-13,16
EFEABEA5-981B-4E45-8F13-425C456BF7F6,eOle4QUT3xLqnRQcJmBFAP,2021-Sep-30,2025-01-16,17
EFEABEA5-981B-4E45-8F13-425C456BF7F6,wZwlAu3Puq25uSDp24iTEngjX,2022-Feb-22,2025-01-14,20
850A74DC-8ED7-4AE0-A998-94A30E8C1E4C,3kJ3UbszIZ6SdcLrTg0yhdG,2023-Feb-25,2025-04-05,21
EFEABEA5-981B-4E45-8F13-425C456BF7F6,Du69SheTRLuoq2LxX8IAGxS5iRt,2024-Oct-07,2025-02-10,18
850A74DC-8ED7-4AE0-A998-94A30E8C1E4C,bKconlNnGphRJdyhU93tpC21IX,2021-Aug-11,2025-02-14,22
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,Mmk1oqKNNWpmaJVE45Rs,2022-Jul-29,2025-04-04,23
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,Kx5oEnaXOmnv91y5YeBfTnBFshgb,2025-Feb-23,2025-04-03,24
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,my7mTLDvMeyaktZWnLAfcyM,2024-Feb-18,2025-03-03,25
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,ZoI4Dyn3CVZSGYrhgCLIGVPZ,2023-May-05,2025-03-13,26
EFEABEA5-981B-4E45-8F13-425C456BF7F6,uGZn0B03hBdLCJpHPwIVqpPYyRfQKn,2024-Aug-10,2025-03-03,27
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,SDqwNoQNZZTFRIOGL6ndT,2024-Aug-26,2025-02-13,28
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,olAKTpvFTX5E9zldlSZCl7z2Ma,2022-Sep-02,2025-02-18,29
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,YaSawFYWWMkwsu3AtrPuvHYZ87,2024-Jan-26,2025-02-24,30
0213F1C0-01D9-422C-8737-19FBFA902082,fqVuNyrmXiZwPh00rxi8wTO,2022-Jan-25,2025-02-26,31
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,KKMLsFHDtUOxpzlSYTES,2020-Aug-03,2025-01-09,32
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,dBtyULpo6Hx9sKQ2uGg,2024-Aug-14,2025-02-11,33
880036D9-568A-47BC-80FB-3C9BC5D74313,kx3hRGzVxpkZdhSx4f0IWuLwGg,2023-Aug-14,2025-03-24,4
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,CAPt40Wj3qsdnqtCcEQN1dfHyhTy,2020-May-18,2025-03-06,34
EFEABEA5-981B-4E45-8F13-425C456BF7F6,Q7aoKSXhlauSLZRFDEsOkRG4w,2023-Apr-25,2025-03-05,35
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,20K5eESjv3bYrrpLkzfUev,2022-Nov-28,2025-03-03,36
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,mYswJDxWSQ0GRdR8Q9SYt,2021-Feb-06,2025-01-18,37
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,O9Q8wePgp6olSloO0u2,2025-Jan-14,2025-01-29,38
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,Ria970q6zPC1AQsXc6ghp1,2022-Mar-29,2025-02-16,39
880036D9-568A-47BC-80FB-3C9BC5D74313,656yJ3n4ocagGZRgxBeBUxBV,2023-Dec-15,2025-01-09,40
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,oLvscaz67kkexJIFJeemh,2023-Sep-15,2025-04-01,41
EFEABEA5-981B-4E45-8F13-425C456BF7F6,EiwkDGHz8P2U7EmvdIVmeV53xwhY,2023-Oct-16,2025-04-03,42
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,lZjYbZ8muuiR3nlW0hI1gLNTUq1e1c,2025-Mar-04,2025-04-07,43
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,RJTBHQmpax61L8tEDBNZE4YDg,2024-Dec-18,2025-03-14,38
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,Dklo7pJFWnkxrQOEolYwvGG,2024-Jan-24,2025-01-10,44
880036D9-568A-47BC-80FB-3C9BC5D74313,VDH34BnWuuEvkRsCUh2ni8Qt4eEDcs,2021-Aug-31,2025-03-10,45
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,kWbMDL5sWs23VD8ADumw,2020-Oct-05,2025-01-17,46
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,YJjAeCLoelgEUKZPxZw,2023-Aug-12,2025-03-18,4
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,tq3wPNxDeQI6rmrTxPbzswn,2024-Apr-28,2025-01-07,47
EFEABEA5-981B-4E45-8F13-425C456BF7F6,jHmWOEJVSfT86cWx8F0LUn,2025-Jan-17,2025-01-25,48
850A74DC-8ED7-4AE0-A998-94A30E8C1E4C,sKr9n9sEMF7Y3TeR0IdhMQl,2021-Sep-11,2025-01-10,15
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,b6Mbw1yPUgwXWr3AW7TqTKSK,2022-Feb-15,2025-01-17,49
EFEABEA5-981B-4E45-8F13-425C456BF7F6,sM804EENax1IC7UDhk8G8Ow,2021-Feb-10,2025-02-03,50
78FFE618-36C0-4A45-BB0F-8803B79D2A1F,bcKSeSZEHNmZRY3KvxNPsLJa,2023-Dec-25,2025-03-16,51
880036D9-568A-47BC-80FB-3C9BC5D74313,PILIQavK5qg702lXWJtNxYXI,2021-Aug-10,2025-02-24,52
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,0tymb3r7f2EOmYekMCGibyH,2023-Mar-06,2025-04-05,53
78FFE618-36C0-4A45-BB0F-8803B79D2A1F,ykCq28ToawyGaSbee,2021-Jul-11,2025-01-08,26
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,uEGiMCdbojq10xEUtbok3SlAsxD,2021-May-01,2025-03-16,27
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,l0Dxkx5ebEsaBEB5pnlEOzL,2022-Dec-25,2025-02-25,54
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,mG6WQu8Ktgyu8T2Jbdkdg,2021-Feb-22,2025-02-11,55
880036D9-568A-47BC-80FB-3C9BC5D74313,wt3DUNvp8aVHouF1bojWC,2024-Sep-24,2025-03-15,56
0213F1C0-01D9-422C-8737-19FBFA902082,wFM86pW4Xnf7bSXhAT4N,2023-May-12,2025-03-17,57
0213F1C0-01D9-422C-8737-19FBFA902082,1vuyoDHYMIJE3ZyMkJo1PK1jU,2022-Dec-26,2025-03-10,22
EFEABEA5-981B-4E45-8F13-425C456BF7F6,SCSdNNZVxiDjnnCxrxFua55B,2024-May-29,2025-02-12,58
78FFE618-36C0-4A45-BB0F-8803B79D2A1F,dIzXEvRzNZQpcXaTMpdpDI4,2024-May-29,2025-02-12,59
880036D9-568A-47BC-80FB-3C9BC5D74313,B9QmtcNtry7pYPlZGu1oa4sK66Le,2022-Aug-01,2025-03-05,60
880036D9-568A-47BC-80FB-3C9BC5D74313,vhoYp05H5n0tJfOeQkdqt,2023-Dec-09,2025-01-15,61
EFEABEA5-981B-4E45-8F13-425C456BF7F6,Pn5vFVMeZq7eL3RtyUuZWn0Rb,2020-Dec-04,2025-02-21,62
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,pah6PojSLvCYZUOLs4Yb,2022-Dec-27,2025-03-11,63
