manager_id,email_address,start_date,last_login,user_id
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,Jp7fUNxaQoJuPuls404V6KAHo,2025-Mar-01,2025-03-23,1
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,5rYdcPNPZvTgTIo09wrGop7,2021-Feb-17,2025-02-27,2
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,78I6Jt8dPzRFGFEUezWbUJG,2020-Jun-19,2025-03-07,3
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,U0Bps79JFeo8APhHms71WSuqOyBfslvI7,2021-Oct-01,2025-02-14,4
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,UUG3Mi6K6h1pJNAr4pRdJBT,2024-Mar-21,2025-01-22,5
880036D9-568A-47BC-80FB-3C9BC5D74313,Ae2c3zCKzpYGJ6igJsmVCz,2021-Aug-01,2025-03-02,6
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,Ro6kTVEjHYijqAxkIpQXU1,2021-Sep-02,2025-01-19,7
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,uC8Ihu2NG1d36RwqH2x4,2024-Mar-02,2025-04-07,8
0213F1C0-01D9-422C-8737-19FBFA902082,tcjoEmxG5OLuefZLGUOtXe,2023-Nov-19,2025-04-02,9
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,GN2SCF8nkF6wlrt2OpAA8kGpy,2023-May-15,2025-01-14,10
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,MJN0YeD9oP8AIQDCydbtEE,2024-Jan-24,2025-03-13,11
850A74DC-8ED7-4AE0-A998-94A30E8C1E4C,y4h8HqMIiwctp4C7008p,2024-Jun-09,2025-01-26,12
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,sHIbAwGxoe5G3x0obYyLl,2024-Mar-16,2025-01-20,13
880036D9-568A-47BC-80FB-3C9BC5D74313,gguZPOWOc3OSmcC4lNgsW88He,2024-Apr-07,2025-03-29,14
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,DE5NCyP2EV2WhNPzlSsBVjlglMW,2023-Jul-04,2025-01-22,15
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,DJ2Lblnn7UHf9WlvTixjyrZXBIdt,2021-May-09,2025-02-05,16
880036D9-568A-47BC-80FB-3C9BC5D74313,pu2oChoewFTETem1DdSdm9zv0b2,2022-Jun-25,2025-02-10,17
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,E0mfy9DwRdqHLCIlYUHnd9,2020-Nov-04,2025-03-25,18
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,p7DdA9haNrG1Fhgr9Sev,2020-Jun-11,2025-01-21,19
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,SkOpvQfOwRnbtobvOpQbp,2021-Mar-20,2025-02-13,16
EFEABEA5-981B-4E45-8F13-425C456BF7F6,u6jSpinhxoE6xk0TEAT9cu,2021-Sep-30,2025-01-16,17
EFEABEA5-981B-4E45-8F13-425C456BF7F6,ChYYKmhiu9Se5eRZTYFYRN028,2022-Feb-22,2025-01-14,20
850A74DC-8ED7-4AE0-A998-94A30E8C1E4C,fv1d0XKIeQ8UXtKzN9nL8fP,2023-Feb-25,2025-04-05,21
EFEABEA5-981B-4E45-8F13-425C456BF7F6,EkIOvsMHITw7j52LQkNQtxx8x1o,2024-Oct-07,2025-02-10,18
850A74DC-8ED7-4AE0-A998-94A30E8C1E4C,zVdsGeKKoi1mmexaRhS1gtWiqU,2021-Aug-11,2025-02-14,22
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,5i13nYrDqYBQgbYRRQtk,2022-Jul-29,2025-04-04,23
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,hh8Btqx4YmnNXmqn2gmSbd9IRCku,2025-Feb-23,2025-04-03,24
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,esr6JJYdzTkWU6nFZhMZUxA,2024-Feb-18,2025-03-03,25
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,ovKh2hIjHwA9Abhom263s4Hq,2023-May-05,2025-03-13,26
EFEABEA5-981B-4E45-8F13-425C456BF7F6,cKnWGoNDYIWs8UKgv0mg4kRST2xrHH,2024-Aug-10,2025-03-03,27
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,bXoPGqMBXbkbL0QaI5OHg,2024-Aug-26,2025-02-13,28
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,4VhHbEdwDPhqr0jmxPHpLnF6iu,2022-Sep-02,2025-02-18,29
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,PA3p1bK15Aj79Kd8fgajI6Df5w,2024-Jan-26,2025-02-24,30
0213F1C0-01D9-422C-8737-19FBFA902082,KwimNZO4vcZGQ8Ev8oKi7yr,2022-Jan-25,2025-02-26,31
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,jvcesOm6XlrOmqISlqjb,2020-Aug-03,2025-01-09,32
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,6h7rAtM816fciO2Hh5w,2024-Aug-14,2025-02-11,33
880036D9-568A-47BC-80FB-3C9BC5D74313,VWDFlZLoqxeGkO3uNnVPtxSTnA,2023-Aug-14,2025-03-24,4
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,tyzQLwC65P0Z47siYoesEVpc9XVp,2020-May-18,2025-03-06,34
EFEABEA5-981B-4E45-8F13-425C456BF7F6,fXTmSojTSajeo3skmQGyM8L9q,2023-Apr-25,2025-03-05,35
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,28Sw7b44wBVVoXTcrdjTIG,2022-Nov-28,2025-03-03,36
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,NfKpmpgUV3lUKSRmdmynV,2021-Feb-06,2025-01-18,37
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,CFrGj3BXEriBF7bfqAN,2025-Jan-14,2025-01-29,38
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,dAvcyjchbQVOLW9h6oa6ws,2022-Mar-29,2025-02-16,39
880036D9-568A-47BC-80FB-3C9BC5D74313,9j5FvPGvXHaIuAla3o9YDDRz,2023-Dec-15,2025-01-09,40
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,JpqfznwBcqtJNhEGTrQwL,2023-Sep-15,2025-04-01,41
EFEABEA5-981B-4E45-8F13-425C456BF7F6,4Kqmqauzqf3vwCl8peoPCJwrhCOD,2023-Oct-16,2025-04-03,42
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,z3w1d9j6sovgtajNbaJfnwOpBXTka5,2025-Mar-04,2025-04-07,43
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,mgJgiOvwFEuiBE413KihR92KR,2024-Dec-18,2025-03-14,38
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,ECULvTHYS3Hnggp1y3v66rh,2024-Jan-24,2025-01-10,44
880036D9-568A-47BC-80FB-3C9BC5D74313,UcWxmgnaZSmBcXlT8xhIWuMbc3X5QV,2021-Aug-31,2025-03-10,45
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,1imGsoxUqUVXscJoCIHl,2020-Oct-05,2025-01-17,46
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,VBgP9rls3CwLEOxPdJ4,2023-Aug-12,2025-03-18,4
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,CsGOXFDZINnKB6UQdqk2zY9,2024-Apr-28,2025-01-07,47
EFEABEA5-981B-4E45-8F13-425C456BF7F6,gKF8nZlS2wy8lzoLd62Bgr,2025-Jan-17,2025-01-25,48
850A74DC-8ED7-4AE0-A998-94A30E8C1E4C,dK8eRFtfImfTU5rzLBcT8LV,2021-Sep-11,2025-01-10,15
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,JrZxXiJ35pU49oKqbVGJb8QK,2022-Feb-15,2025-01-17,49
EFEABEA5-981B-4E45-8F13-425C456BF7F6,yH0Kg3iTTzHSzKajjjOxa45,2021-Feb-10,2025-02-03,50
78FFE618-36C0-4A45-BB0F-8803B79D2A1F,oDucptEZdcy0LdzfqAzotrKd,2023-Dec-25,2025-03-16,51
880036D9-568A-47BC-80FB-3C9BC5D74313,fa5KAnuM5iThAlfcgIPyYNZa,2021-Aug-10,2025-02-24,52
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,qazQHT5HkcCE7lGreJEdNis,2023-Mar-06,2025-04-05,53
78FFE618-36C0-4A45-BB0F-8803B79D2A1F,k4uPma4tZ0QXTDsPQ,2021-Jul-11,2025-01-08,26
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,h89BQYBEv4YiCWiKlOcrKFqeiJ2,2021-May-01,2025-03-16,27
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,ZeHFJ3ZvvZdktlwtv7sddND,2022-Dec-25,2025-02-25,54
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,enoi9173rnjmOXbk9nHCw,2021-Feb-22,2025-02-11,55
880036D9-568A-47BC-80FB-3C9BC5D74313,yVENYJwBOpE8DifpLrLkq,2024-Sep-24,2025-03-15,56
0213F1C0-01D9-422C-8737-19FBFA902082,uXJjZLsAKQFcFgU87FV4,2023-May-12,2025-03-17,57
0213F1C0-01D9-422C-8737-19FBFA902082,syXgRs6JNbf6eAAt5YhY4u6fz,2022-Dec-26,2025-03-10,22
