manager_id,email_address,start_date,last_login,user_id
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,eMIOJjfw0FpLOozY6saXLdHSZ,2025-Mar-01,2025-03-23 16:54:43 CET,1
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,LazYuwDTvW8161rkbts2F2W,2021-Feb-17,2025-02-27 16:35:22 CET,2
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,djHqokcbpnA7DpfoXh0OKbb,2020-Jun-19,2025-03-07 17:29:50 CET,3
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,92mnORG9jb0bqsQN4jlT4zWmoTMDp8KBo,2021-Oct-01,2025-02-14 03:48:32 CET,4
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,i2nqLEyLRvQV6gVoi8ARXp0,2024-Mar-21,2025-01-22 06:46:54 CET,5
880036D9-568A-47BC-80FB-3C9BC5D74313,hztKvC0sGtHSxK9TgXhHml,2021-Aug-01,2025-03-02 20:19:49 CET,6
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,Xo8iWZ9nXiaV7IKyJcGIJL,2021-Sep-02,2025-01-19 11:14:18 CET,7
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,y7qkDBPyfpRyRtX4yDw9,2024-Mar-02,2025-04-07 07:14:09 CET,8
0213F1C0-01D9-422C-8737-19FBFA902082,OPFa7jvRRPNN1a2pK9QcU9,2023-Nov-19,2025-04-02 14:11:20 CET,9
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,agHnWW2wmCW2LPkf5VNkxBUL9,2023-May-15,2025-01-14 06:32:05 CET,10
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,7XRpm8xUR4OwM1jv2ag9Oe,2024-Jan-24,2025-03-13 03:49:48 CET,11
850A74DC-8ED7-4AE0-A998-94A30E8C1E4C,NabUz9WrZ3bqoEeWwucZ,2024-Jun-09,2025-01-26 16:37:38 CET,12
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,vVtwoeGpVfIdOlYo3ds6x,2024-Mar-16,2025-01-20 13:18:01 CET,13
880036D9-568A-47BC-80FB-3C9BC5D74313,RgaqO5naBV81qnCFh0sK9j1kN,2024-Apr-07,2025-03-29 10:43:33 CET,14
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,vy4QZMK24M1Ki6Y9vU4wjxonDFj,2023-Jul-04,2025-01-22 11:13:36 CET,15
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,7VxdQFk1xxCx7B5M2Yme5kbeG8f1,2021-May-09,2025-02-05 23:45:08 CET,16
880036D9-568A-47BC-80FB-3C9BC5D74313,F0ImPl4JYYvLH1mwmKHBa1tdMaM,2022-Jun-25,2025-02-10 17:40:09 CET,17
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,wTlqe8GM1DwXVjYdHX9lRy,2020-Nov-04,2025-03-25 10:55:12 CET,18
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,NZSdgbaLndnjKyAdlHPa,2020-Jun-11,2025-01-21 23:37:11 CET,19
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,cjY7IUqvsB0zcKqytzuNW,2021-Mar-20,2025-02-13 03:30:48 CET,16
EFEABEA5-981B-4E45-8F13-425C456BF7F6,VXJxmESyro3N7JmC8qbmq9,2021-Sep-30,2025-01-16 22:54:49 CET,17
EFEABEA5-981B-4E45-8F13-425C456BF7F6,y0qAUlY5V3ZOBMg1JdxSW9zmd,2022-Feb-22,2025-01-14 20:52:17 CET,20
850A74DC-8ED7-4AE0-A998-94A30E8C1E4C,kO5zJTCXeA28YvKm4pfSjMj,2023-Feb-25,2025-04-05 00:12:13 CET,21
EFEABEA5-981B-4E45-8F13-425C456BF7F6,4cC2sL7h7UvUQG67d4TCIbtJejs,2024-Oct-07,2025-02-10 07:55:05 CET,18
850A74DC-8ED7-4AE0-A998-94A30E8C1E4C,Y3LMaA99xHq0Perivn4wKfBvUx,2021-Aug-11,2025-02-14 16:12:10 CET,22
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,Mna5cP8JnWjE3XLG8kRl,2022-Jul-29,2025-04-04 09:01:24 CET,23
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,YfVlDzOzroFrgQeAfmX4FojrGszh,2025-Feb-23,2025-04-03 03:59:22 CET,24
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,TzpsUIQ6bWgBVUDaQkdrynk,2024-Feb-18,2025-03-03 07:47:44 CET,25
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,fhWds1b65zWoVe9QtB1GP9Jk,2023-May-05,2025-03-13 11:40:20 CET,26
EFEABEA5-981B-4E45-8F13-425C456BF7F6,HXQ8STVd4sMU4YTjMFi9xSXYpSbicY,2024-Aug-10,2025-03-03 13:56:41 CET,27
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,2BXNWSpMa90cpLHIaJ4Kz,2024-Aug-26,2025-02-13 23:22:00 CET,28
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,IRGxkDmu6H30MgNXaylvgYJIAv,2022-Sep-02,2025-02-18 09:15:27 CET,29
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,mfC7bE2twB7mE1TPVb6XjOEUs3,2024-Jan-26,2025-02-24 05:26:20 CET,30
0213F1C0-01D9-422C-8737-19FBFA902082,eW8EZzofTF5wq3wSmtaRkVX,2022-Jan-25,2025-02-26 11:52:42 CET,31
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,o8Dsv4CrCjRxD4K9hZEP,2020-Aug-03,2025-01-09 07:25:45 CET,32
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,7QsdpvNyCiZ3WfWkV1m,2024-Aug-14,2025-02-11 13:38:01 CET,33
880036D9-568A-47BC-80FB-3C9BC5D74313,tiICzSFdtqx3GvgQvg49VrTlwA,2023-Aug-14,2025-03-24 23:32:20 CET,4
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,YPfYE16u0OX6OUXZgDyh1SI1H8kc,2020-May-18,2025-03-06 18:17:14 CET,34
EFEABEA5-981B-4E45-8F13-425C456BF7F6,ZnAYXMKO4oWoZ70zib9IvOwXK,2023-Apr-25,2025-03-05 05:35:55 CET,35
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,qKhzKXFAJ7vR8ARupLqBex,2022-Nov-28,2025-03-03 07:49:47 CET,36
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,wZW4Yzf0iZHnt1ReqsIyp,2021-Feb-06,2025-01-18 07:12:03 CET,37
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,se4xRu1hwyZjeFiU0nJ,2025-Jan-14,2025-01-29 02:57:51 CET,38
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,B6go1aDb9wfoHOMO3w2OIc,2022-Mar-29,2025-02-16 04:40:30 CET,39
880036D9-568A-47BC-80FB-3C9BC5D74313,hHymwVpgKf4aCDV8k1nyMK1O,2023-Dec-15,2025-01-09 03:04:34 CET,40
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,f0R6yvo7Kmdl8xG0iASUI,2023-Sep-15,2025-04-01 18:47:02 CET,41
EFEABEA5-981B-4E45-8F13-425C456BF7F6,wQkYXDNoYbAjoj628UKH0r12RRSy,2023-Oct-16,2025-04-03 17:25:13 CET,42
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,hqxQyAu9WTN9VQJVxsvJhifunOImt9,2025-Mar-04,2025-04-07 04:22:52 CET,43
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,V8UYjKIuia5jTcNUn08b0wFIH,2024-Dec-18,2025-03-14 20:17:45 CET,38
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,aSRsoDKcycZYvI2tZ5pyAg4,2024-Jan-24,2025-01-10 17:21:22 CET,44
880036D9-568A-47BC-80FB-3C9BC5D74313,rukNeOPI5G5Os2vCIR8AxauORBe0DX,2021-Aug-31,2025-03-10 14:02:19 CET,45
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,FSsbhBKJ0k8IWxZT23pL,2020-Oct-05,2025-01-17 13:57:21 CET,46
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,2Q3fh3OKtdE1dcRWInY,2023-Aug-12,2025-03-18 10:52:30 CET,4
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,m99yrwbw6XNOMa9o4GrUbsg,2024-Apr-28,2025-01-07 22:09:58 CET,47
EFEABEA5-981B-4E45-8F13-425C456BF7F6,U0DIMgiRAEVWJfvmRwFRYm,2025-Jan-17,2025-01-25 02:40:00 CET,48
850A74DC-8ED7-4AE0-A998-94A30E8C1E4C,J8Qx5dkuE86gYr2FPwDGNMt,2021-Sep-11,2025-01-10 09:16:39 CET,15
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,WkD2EAQgtPE6sT7Rj3sNu3Nk,2022-Feb-15,2025-01-17 19:30:17 CET,49
EFEABEA5-981B-4E45-8F13-425C456BF7F6,PxhwUM2IlgKHGIEQHo4CYUq,2021-Feb-10,2025-02-03 01:26:30 CET,50
78FFE618-36C0-4A45-BB0F-8803B79D2A1F,0NCZELPyvWPhgdMTUeW8QuXo,2023-Dec-25,2025-03-16 13:22:26 CET,51
880036D9-568A-47BC-80FB-3C9BC5D74313,YZ9zbAAgP5Kv0jSPHWHAJzgS,2021-Aug-10,2025-02-24 05:30:10 CET,52
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,LtShjaf45nqLhBOQt0Zcqxv,2023-Mar-06,2025-04-05 14:00:47 CET,53
78FFE618-36C0-4A45-BB0F-8803B79D2A1F,Zxm5QnbkjqZmFBkqU,2021-Jul-11,2025-01-08 18:50:14 CET,26
4828D9F6-5959-4646-92AD-8A8AD49ABE4A,7UOU135mo6y1v3FzCGSUZ4WLZGj,2021-May-01,2025-03-16 17:06:24 CET,27
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,Kw3pcrh5EL0vtWWKZAwUbZP,2022-Dec-25,2025-02-25 07:44:56 CET,54
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,pndY6CeqC1Gyy4WikUXRe,2021-Feb-22,2025-02-11 16:24:31 CET,55
880036D9-568A-47BC-80FB-3C9BC5D74313,5zHlCeDlRqIJGLpVuq687,2024-Sep-24,2025-03-15 11:13:45 CET,56
0213F1C0-01D9-422C-8737-19FBFA902082,fKriFNTeNVJ9OBzzPD5O,2023-May-12,2025-03-17 23:50:29 CET,57
0213F1C0-01D9-422C-8737-19FBFA902082,IhK2If09zpkRuXsvLLYsM2Oof,2022-Dec-26,2025-03-10 16:15:28 CET,22
EFEABEA5-981B-4E45-8F13-425C456BF7F6,tKeTPCWoZD9b5qub1V40mGSj,2024-May-29,2025-02-12 22:51:17 CET,58
78FFE618-36C0-4A45-BB0F-8803B79D2A1F,UkfktRkvvz6uyHdjnRlBmwg,2024-May-29,2025-02-12 08:57:22 CET,59
880036D9-568A-47BC-80FB-3C9BC5D74313,0ROjUJeYKEGkInIjytNOYyJAW3NX,2022-Aug-01,2025-03-05 21:10:11 CET,60
880036D9-568A-47BC-80FB-3C9BC5D74313,HZH9kfc6OlE5q03kGo0GI,2023-Dec-09,2025-01-15 00:05:28 CET,61
EFEABEA5-981B-4E45-8F13-425C456BF7F6,aNaD3IxfbHEsWY2JBig5ijPCk,2020-Dec-04,2025-02-21 23:59:48 CET,62
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,sxnjxTVEvmkkDNBIdzJU,2022-Dec-27,2025-03-11 12:00:40 CET,63
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,vNkhflXU66zz44X0tp5n5e0,2024-Feb-08,2025-02-25 19:21:52 CET,64
EFEABEA5-981B-4E45-8F13-425C456BF7F6,SYgRsRlFP7S57VdE4mXodYOdAH,2021-Mar-08,2025-02-08 09:01:18 CET,65
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,QdDBRzOjlLPiHjcXczLrwrPpWwE1,2023-Oct-20,2025-01-22 06:24:11 CET,66
880036D9-568A-47BC-80FB-3C9BC5D74313,ZTTVxiOvxyoNqjzMzQLZejN7k,2022-Apr-03,2025-02-21 08:49:03 CET,67
0213F1C0-01D9-422C-8737-19FBFA902082,AKLbioI2gRnKgvU0gSAi,2021-Mar-22,2025-01-28 03:24:31 CET,68
78FFE618-36C0-4A45-BB0F-8803B79D2A1F,zph0N6UoHUz2ier1YXfZie84EUQ,2022-Jun-02,2025-02-04 03:26:56 CET,69
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,xzhztpmaU6sa1Vawtx30BSF,2024-Feb-09,2025-04-02 13:14:13 CET,70
CDD3AA5D-F8BF-40BB-B220-36147E1B75F7,ws0ZS4YxLGynCIvrAnyt7,2022-Sep-23,2025-02-07 10:49:02 CET,71
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,03NVfp8xApoVaEDWxBUtNM,2022-Aug-01,2025-02-09 13:34:42 CET,20
0213F1C0-01D9-422C-8737-19FBFA902082,aqnJRCwgVFxIoV5qWNQeBxMg,2023-Mar-06,2025-01-14 18:50:45 CET,72
78FFE618-36C0-4A45-BB0F-8803B79D2A1F,g6Rm4D5eCDKsDp4Kh8u1r,2023-May-29,2025-03-29 17:08:37 CET,22
EFEABEA5-981B-4E45-8F13-425C456BF7F6,CFEAtD3ZNJi8QFZKkuhs,2022-Mar-15,2025-01-19 14:04:23 CET,73
880036D9-568A-47BC-80FB-3C9BC5D74313,PRmAH7cVDxeX7NoOze4BjO3lf7,2024-May-29,2025-04-06 06:29:46 CET,74
0213F1C0-01D9-422C-8737-19FBFA902082,p53EjB5NjVfdTy6qJGuAvZD2j,2020-Dec-02,2025-03-05 18:57:14 CET,75
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,mrYEeJVIV6WZlREmSICajrd5d3gZ4,2020-Dec-07,2025-03-17 08:12:49 CET,76
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,Lr704BQya17nBimnpgnWYjXAnwIF,2022-Nov-09,2025-01-08 01:28:34 CET,77
880036D9-568A-47BC-80FB-3C9BC5D74313,vijTxKuwnpDR4qE2VT0puXgQtgC,2022-Nov-20,2025-02-15 08:24:35 CET,32
0213F1C0-01D9-422C-8737-19FBFA902082,jmqhOWmONSlSYFa1Jf84Y,2024-Jun-26,2025-02-13 23:44:33 CET,78
2AB96C22-181C-42DC-8B11-3EDAA281D4F8,KTmyQRVoCTjU5zskUuKigsarhhO,2022-Jun-18,2025-03-18 11:34:56 CET,79
6A6EE61B-2793-4D65-BDC5-14F849AEEC32,KMS92tE5mFLNpGM2KFX,2023-Oct-21,2025-01-25 08:22:51 CET,80
880036D9-568A-47BC-80FB-3C9BC5D74313,JPz82gK88hgVlSuQmrta3uz,2024-Sep-25,2025-03-05 13:11:24 CET,81
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,gppGme6iubJV3IbikiMeape,2023-Jul-22,2025-02-04 03:11:10 CET,82
0213F1C0-01D9-422C-8737-19FBFA902082,WbUa3IbiQ0LzYATFUtwyG,2025-Feb-20,2025-02-08 23:42:35 CET,83
850A74DC-8ED7-4AE0-A998-94A30E8C1E4C,Rr5u1XREbqKrjApqVhFBn3gtM,2020-May-31,2025-01-29 20:02:43 CET,84
78FFE618-36C0-4A45-BB0F-8803B79D2A1F,l03IXoGeWDtAobLUiDot2,2021-Nov-26,2025-03-20 19:08:24 CET,85
0213F1C0-01D9-422C-8737-19FBFA902082,GF3f37PxB0qe1OLEVnijmeMR6DzC4,2021-Aug-10,2025-04-05 07:30:05 CET,86
A37D98B9-98E7-43ED-9B27-A79EFDDAC033,VC8K2YOoacAnQgjaHhvTsy,2020-Dec-03,2025-03-30 06:14:01 CET,87
